file,true_language,pred_language,true_emotion,pred_emotion,emo_time,lang_time,total_sample_time
B_A_N_0985.wav,bengali,bengali,neutral,angry,0.0585,0.1432,0.2017
B_A_N_0987.wav,bengali,bengali,neutral,neutral,0.064,0.1428,0.2068
B_A_N_0989.wav,bengali,bengali,neutral,neutral,0.064,0.1434,0.2074
B_A_N_0992.wav,bengali,bengali,neutral,neutral,0.0609,0.1436,0.20450000000000002
B_A_N_0994.wav,bengali,bengali,neutral,neutral,0.063,0.1505,0.2135
B_A_N_0996.wav,bengali,bengali,neutral,neutral,0.0635,0.1448,0.2083
B_A_N_0998.wav,bengali,bengali,neutral,neutral,0.0625,0.144,0.2065
B_A_N_1000.wav,bengali,bengali,neutral,neutral,0.0638,0.1428,0.2066
B_A_N_0005.wav,bengali,bengali,neutral,neutral,0.0616,0.1432,0.20479999999999998
B_A_N_0150.mp3,bengali,bengali,neutral,neutral,0.0661,0.1459,0.21200000000000002
B_A_N_0228.mp3,bengali,bengali,neutral,neutral,0.0667,0.1483,0.21499999999999997
B_A_N_0232.mp3,bengali,bengali,neutral,neutral,0.069,0.1476,0.21660000000000001
B_A_N_0235.mp3,bengali,bengali,neutral,fear,0.0656,0.1506,0.2162
B_A_N_0149.mp3,bengali,bengali,neutral,neutral,0.0675,0.1484,0.2159
B_A_N_0163.mp3,bengali,bengali,neutral,neutral,0.0663,0.1494,0.2157
B_A_N_0164.mp3,bengali,hindi,neutral,neutral,0.0646,0.1516,0.2162
B_A_N_0174.mp3,bengali,bengali,neutral,neutral,0.0678,0.1538,0.2216
B_A_N_0191.mp3,bengali,undetermined,neutral,neutral,0.0645,0.1523,0.2168
B_A_N_0201.mp3,bengali,bengali,neutral,neutral,0.0671,0.1538,0.22089999999999999
B_A_N_0212.mp3,bengali,bengali,neutral,neutral,0.0665,0.1489,0.2154
B_A_N_0224.mp3,bengali,hindi,neutral,neutral,0.0653,0.2179,0.2832
B_A_N_0227.mp3,bengali,bengali,neutral,neutral,0.0905,0.1992,0.28969999999999996
B_A_N_0229.mp3,bengali,bengali,neutral,neutral,0.0886,0.1961,0.2847
B_A_N_0230.mp3,bengali,undetermined,neutral,neutral,0.0838,0.1926,0.2764
B_A_N_0231.mp3,bengali,bengali,neutral,neutral,0.089,0.2191,0.3081
B_A_N_0233.mp3,bengali,bengali,neutral,neutral,0.0841,0.2411,0.3252
B_A_N_0234.mp3,bengali,bengali,neutral,neutral,0.1066,0.2678,0.37439999999999996
B_A_N_0236.mp3,bengali,hindi,neutral,neutral,0.1022,0.1947,0.2969
B_A_N_0238.mp3,bengali,undetermined,neutral,neutral,0.0931,0.1858,0.2789
B_A_N_0239.mp3,bengali,undetermined,neutral,neutral,0.0846,0.2003,0.2849
B_A_N_0240.mp3,bengali,bengali,neutral,neutral,0.0778,0.2114,0.2892
B_A_N_0241.mp3,bengali,bengali,neutral,sad,0.1052,0.2173,0.3225
B_A_N_0242.mp3,bengali,hindi,neutral,neutral,0.108,0.2168,0.3248
B_A_N_0243.mp3,bengali,bengali,neutral,neutral,0.0911,0.253,0.3441
B_A_N_0244.mp3,bengali,bengali,neutral,neutral,0.1699,0.2661,0.436
B_A_N_0245.mp3,bengali,bengali,neutral,sad,0.1218,0.2262,0.34800000000000003
B_A_N_0246.mp3,bengali,hindi,neutral,neutral,0.097,0.2256,0.3226
B_A_N_0247.mp3,bengali,undetermined,neutral,neutral,0.1378,0.209,0.3468
B_A_N_0249.mp3,bengali,bengali,neutral,neutral,0.082,0.1886,0.2706
B_A_N_0250.mp3,bengali,hindi,neutral,neutral,0.0863,0.2071,0.2934
B_A_N_0251.mp3,bengali,undetermined,neutral,neutral,0.0931,0.2293,0.3224
B_A_N_0252.mp3,bengali,english,neutral,fear,0.1022,0.2082,0.3104
B_A_N_0253.mp3,bengali,bengali,neutral,neutral,0.1004,0.2401,0.3405
B_A_N_0254.mp3,bengali,undetermined,neutral,neutral,0.0989,0.2256,0.3245
B_A_N_0255.mp3,bengali,hindi,neutral,neutral,0.0982,0.2301,0.3283
B_A_N_0256.mp3,bengali,bengali,neutral,neutral,0.1052,0.3074,0.4126
B_A_N_0133.mp3,bengali,hindi,neutral,neutral,0.1035,0.208,0.3115
B_A_N_0134.mp3,bengali,hindi,neutral,neutral,0.093,0.214,0.307
B_A_N_0135.mp3,bengali,undetermined,neutral,neutral,0.1052,0.2368,0.342
B_A_N_0136.mp3,bengali,bengali,neutral,neutral,0.1014,0.2249,0.3263
B_A_N_0138.mp3,bengali,bengali,neutral,neutral,0.0899,0.2299,0.3198
B_A_N_0139.mp3,bengali,bengali,neutral,neutral,0.0923,0.2214,0.3137
B_A_N_0140.mp3,bengali,hindi,neutral,neutral,0.105,0.2248,0.3298
B_A_N_0141.mp3,bengali,bengali,neutral,neutral,0.0986,0.2147,0.3133
B_A_N_0142.mp3,bengali,bengali,neutral,neutral,0.103,0.2098,0.31279999999999997
B_A_N_0143.mp3,bengali,undetermined,neutral,neutral,0.1018,0.264,0.3658
B_A_N_0144.mp3,bengali,undetermined,neutral,neutral,0.0942,0.2252,0.3194
B_A_N_0145.mp3,bengali,undetermined,neutral,neutral,0.1066,0.2431,0.3497
B_A_N_0146.mp3,bengali,undetermined,neutral,neutral,0.1085,0.2174,0.3259
B_A_N_0147.mp3,bengali,hindi,neutral,neutral,0.1105,0.2689,0.37939999999999996
B_A_N_0151.mp3,bengali,bengali,neutral,neutral,0.1197,0.2233,0.34299999999999997
B_A_N_0152.mp3,bengali,hindi,neutral,sad,0.1142,0.2185,0.3327
B_A_N_0153.mp3,bengali,bengali,neutral,neutral,0.105,0.2452,0.3502
B_A_N_0154.mp3,bengali,bengali,neutral,neutral,0.1022,0.2429,0.3451
B_A_N_0155.mp3,bengali,hindi,neutral,neutral,0.106,0.2359,0.3419
B_A_N_0156.mp3,bengali,hindi,neutral,neutral,0.0952,0.2441,0.33930000000000005
B_A_N_0157.mp3,bengali,hindi,neutral,neutral,0.0968,0.2318,0.3286
B_A_N_0158.mp3,bengali,bengali,neutral,neutral,0.1016,0.2212,0.3228
B_A_N_0160.mp3,bengali,undetermined,neutral,angry,0.1013,0.2205,0.3218
B_A_N_0161.mp3,bengali,bengali,neutral,happy,0.0768,0.216,0.2928
B_A_N_0162.mp3,bengali,bengali,neutral,fear,0.1166,0.2162,0.3328
B_A_N_0165.mp3,bengali,bengali,neutral,neutral,0.0992,0.23,0.3292
B_A_N_0166.mp3,bengali,bengali,neutral,neutral,0.0944,0.2172,0.3116
B_A_N_0167.mp3,bengali,bengali,neutral,neutral,0.0978,0.2136,0.3114
B_A_N_0168.mp3,bengali,hindi,neutral,neutral,0.0778,0.1913,0.2691
B_A_N_0169.mp3,bengali,undetermined,neutral,neutral,0.086,0.2293,0.3153
B_A_N_0171.mp3,bengali,bengali,neutral,sad,0.1053,0.2102,0.3155
B_A_N_0172.mp3,bengali,bengali,neutral,disgust,0.0843,0.1967,0.281
B_A_N_0173.mp3,bengali,hindi,neutral,neutral,0.0801,0.1802,0.2603
B_A_N_0175.mp3,bengali,hindi,neutral,neutral,0.0841,0.2238,0.3079
B_A_N_0176.mp3,bengali,bengali,neutral,neutral,0.0856,0.1903,0.2759
B_A_N_0177.mp3,bengali,bengali,neutral,neutral,0.0936,0.25,0.3436
B_A_N_0178.mp3,bengali,bengali,neutral,neutral,0.0926,0.1827,0.2753
B_A_N_0179.mp3,bengali,hindi,neutral,neutral,0.0991,0.2025,0.3016
B_A_N_0180.mp3,bengali,hindi,neutral,neutral,0.0816,0.2204,0.30200000000000005
B_A_N_0182.mp3,bengali,undetermined,neutral,fear,0.1028,0.235,0.3378
B_A_N_0183.mp3,bengali,bengali,neutral,neutral,0.0961,0.2264,0.3225
B_A_N_0184.mp3,bengali,bengali,neutral,neutral,0.0949,0.2228,0.3177
B_A_N_0185.mp3,bengali,hindi,neutral,neutral,0.1067,0.2725,0.37920000000000004
B_A_N_0186.mp3,bengali,bengali,neutral,neutral,0.1164,0.2561,0.3725
B_A_N_0187.mp3,bengali,bengali,neutral,neutral,0.1165,0.2068,0.32330000000000003
B_A_N_0188.mp3,bengali,hindi,neutral,neutral,0.0843,0.1875,0.2718
B_A_N_0189.mp3,bengali,hindi,neutral,neutral,0.0944,0.2216,0.316
B_A_N_0190.mp3,bengali,bengali,neutral,neutral,0.0776,0.2323,0.3099
B_A_N_0193.mp3,bengali,undetermined,neutral,neutral,0.1236,0.2628,0.38639999999999997
B_A_N_0194.mp3,bengali,undetermined,neutral,fear,0.1085,0.2322,0.3407
B_A_N_0195.mp3,bengali,hindi,neutral,neutral,0.0891,0.1771,0.2662
B_A_N_0196.mp3,bengali,bengali,neutral,sad,0.0862,0.2019,0.2881
B_A_N_0197.mp3,bengali,hindi,neutral,neutral,0.0884,0.2015,0.28990000000000005
B_A_N_0198.mp3,bengali,hindi,neutral,sad,0.0805,0.212,0.2925
B_A_N_0199.mp3,bengali,bengali,neutral,sad,0.0933,0.19,0.2833
B_A_N_0200.mp3,bengali,bengali,neutral,neutral,0.0928,0.2113,0.3041
B_A_N_0202.mp3,bengali,bengali,neutral,neutral,0.0819,0.1964,0.2783
B_A_N_0204.mp3,bengali,bengali,neutral,neutral,0.1559,0.2823,0.43820000000000003
B_A_N_0205.mp3,bengali,bengali,neutral,neutral,0.1035,0.2178,0.3213
B_A_N_0206.mp3,bengali,hindi,neutral,neutral,0.0855,0.2163,0.3018
B_A_N_0207.mp3,bengali,bengali,neutral,neutral,0.1082,0.2234,0.3316
B_A_N_0208.mp3,bengali,undetermined,neutral,neutral,0.0859,0.1922,0.2781
B_A_N_0209.mp3,bengali,bengali,neutral,sad,0.0814,0.1995,0.28090000000000004
B_A_N_0210.mp3,bengali,bengali,neutral,neutral,0.0883,0.1835,0.2718
B_A_N_0211.mp3,bengali,hindi,neutral,neutral,0.0802,0.2662,0.3464
B_A_N_0213.mp3,bengali,bengali,neutral,neutral,0.1212,0.2107,0.3319
B_A_N_0215.mp3,bengali,bengali,neutral,neutral,0.0806,0.1837,0.2643
B_A_N_0216.mp3,bengali,bengali,neutral,sad,0.0782,0.1865,0.2647
B_A_N_0217.mp3,bengali,undetermined,neutral,neutral,0.0816,0.1845,0.2661
B_A_N_0218.mp3,bengali,hindi,neutral,neutral,0.0826,0.1854,0.268
B_A_N_0219.mp3,bengali,undetermined,neutral,neutral,0.0813,0.1905,0.2718
B_A_N_0220.mp3,bengali,bengali,neutral,sad,0.0815,0.1789,0.2604
B_A_N_0221.mp3,bengali,undetermined,neutral,neutral,0.082,0.1869,0.26890000000000003
B_A_N_0222.mp3,bengali,bengali,neutral,neutral,0.1019,0.2106,0.3125
B_A_N_0223.mp3,bengali,hindi,neutral,neutral,0.0798,0.216,0.2958
B_A_N_0001.wav,bengali,bengali,neutral,neutral,0.0889,0.2033,0.2922
B_A_N_0002.wav,bengali,bengali,neutral,neutral,0.0925,0.1863,0.2788
B_A_N_0114.wav,bengali,bengali,neutral,neutral,0.0832,0.1879,0.2711
B_A_N_0225.wav,bengali,bengali,neutral,neutral,0.082,0.2335,0.3155
B_A_N_0336.wav,bengali,bengali,neutral,neutral,0.0939,0.2074,0.3013
B_A_N_0447.wav,bengali,bengali,neutral,neutral,0.0948,0.1915,0.2863
B_A_N_0558.wav,bengali,bengali,neutral,neutral,0.0813,0.1909,0.2722
B_A_N_0669.wav,bengali,bengali,neutral,neutral,0.0891,0.1963,0.2854
B_A_N_0780.wav,bengali,bengali,neutral,neutral,0.076,0.1769,0.2529
B_A_N_0891.wav,bengali,bengali,neutral,neutral,0.0775,0.1838,0.2613
B_A_N_0003.wav,bengali,bengali,neutral,neutral,0.0775,0.1908,0.2683
B_A_N_0015.wav,bengali,bengali,neutral,neutral,0.0736,0.1909,0.26449999999999996
B_A_N_0026.wav,bengali,bengali,neutral,neutral,0.082,0.1959,0.2779
B_A_N_0037.wav,bengali,bengali,neutral,neutral,0.0913,0.2206,0.3119
B_A_N_0048.wav,bengali,bengali,neutral,sad,0.0817,0.181,0.2627
B_A_N_0059.wav,bengali,bengali,neutral,neutral,0.0839,0.1777,0.2616
B_A_N_0070.wav,bengali,bengali,neutral,neutral,0.0884,0.191,0.2794
B_A_N_0081.wav,bengali,bengali,neutral,neutral,0.0793,0.2016,0.2809
B_A_N_0092.wav,bengali,bengali,neutral,neutral,0.0893,0.1665,0.2558
B_A_N_0103.wav,bengali,bengali,neutral,neutral,0.0813,0.1692,0.2505
B_A_N_0115.wav,bengali,bengali,neutral,neutral,0.0871,0.1698,0.2569
B_A_N_0126.wav,bengali,bengali,neutral,angry,0.087,0.1854,0.2724
B_A_N_0137.wav,bengali,bengali,neutral,neutral,0.08,0.1615,0.2415
B_A_N_0148.wav,bengali,bengali,neutral,neutral,0.0811,0.1769,0.258
B_A_N_0159.wav,bengali,bengali,neutral,neutral,0.0813,0.1851,0.26639999999999997
B_A_N_0170.wav,bengali,bengali,neutral,neutral,0.0737,0.1747,0.2484
B_A_N_0181.wav,bengali,bengali,neutral,neutral,0.0779,0.1771,0.255
B_A_N_0192.wav,bengali,bengali,neutral,neutral,0.0783,0.186,0.2643
B_A_N_0203.wav,bengali,bengali,neutral,neutral,0.0738,0.172,0.2458
B_A_N_0214.wav,bengali,bengali,neutral,neutral,0.0789,0.18,0.2589
B_A_N_0226.wav,bengali,bengali,neutral,neutral,0.0798,0.1781,0.2579
B_A_N_0237.wav,bengali,bengali,neutral,neutral,0.0795,0.1728,0.2523
B_A_N_0248.wav,bengali,bengali,neutral,neutral,0.0803,0.1839,0.2642
B_A_N_0259.wav,bengali,bengali,neutral,neutral,0.0892,0.1656,0.2548
B_A_N_0270.wav,bengali,bengali,neutral,neutral,0.0835,0.1683,0.2518
B_A_N_0281.wav,bengali,bengali,neutral,neutral,0.0766,0.1822,0.25880000000000003
B_A_N_0292.wav,bengali,bengali,neutral,neutral,0.074,0.1807,0.2547
B_A_N_0303.wav,bengali,bengali,neutral,neutral,0.0718,0.1912,0.263
B_A_N_0314.wav,bengali,bengali,neutral,sad,0.0879,0.1913,0.2792
B_A_N_0325.wav,bengali,bengali,neutral,neutral,0.0777,0.1865,0.2642
B_A_N_0337.wav,bengali,bengali,neutral,neutral,0.0824,0.1722,0.2546
B_A_N_0348.wav,bengali,bengali,neutral,neutral,0.067,0.1811,0.24810000000000001
B_A_N_0359.wav,bengali,bengali,neutral,neutral,0.0887,0.3997,0.4884
B_A_N_0370.wav,bengali,bengali,neutral,neutral,0.0767,0.179,0.2557
B_A_N_0381.wav,bengali,bengali,neutral,neutral,0.084,0.1796,0.2636
B_A_N_0392.wav,bengali,bengali,neutral,neutral,0.0806,0.1825,0.2631
B_A_N_0403.wav,bengali,bengali,neutral,neutral,0.0993,0.1827,0.28200000000000003
B_A_N_0414.wav,bengali,bengali,neutral,neutral,0.0787,0.1863,0.265
B_A_N_0425.wav,bengali,bengali,neutral,neutral,0.083,0.1725,0.2555
B_A_N_0436.wav,bengali,bengali,neutral,neutral,0.0711,0.186,0.2571
B_A_N_0448.wav,bengali,bengali,neutral,neutral,0.0782,0.1869,0.2651
B_A_N_0459.wav,bengali,bengali,neutral,neutral,0.0723,0.1886,0.2609
B_A_N_0470.wav,bengali,bengali,neutral,neutral,0.0728,0.1816,0.2544
B_A_N_0481.wav,bengali,bengali,neutral,neutral,0.075,0.1803,0.25529999999999997
B_A_N_0492.wav,bengali,bengali,neutral,neutral,0.0768,0.1762,0.253
B_A_N_0503.wav,bengali,bengali,neutral,neutral,0.0796,0.178,0.2576
B_A_N_0514.wav,bengali,bengali,neutral,neutral,0.0803,0.178,0.2583
B_A_N_0525.wav,bengali,bengali,neutral,neutral,0.1041,0.1739,0.278
B_A_N_0536.wav,bengali,bengali,neutral,neutral,0.0772,0.167,0.24420000000000003
B_A_N_0547.wav,bengali,bengali,neutral,neutral,0.084,0.1963,0.2803
B_A_N_0559.wav,bengali,bengali,neutral,neutral,0.1006,0.2415,0.34209999999999996
B_A_N_0570.wav,bengali,bengali,neutral,neutral,0.1004,0.1897,0.2901
B_A_N_0581.wav,bengali,bengali,neutral,neutral,0.076,0.1741,0.2501
B_A_N_0592.wav,bengali,bengali,neutral,neutral,0.0751,0.1853,0.26039999999999996
B_A_N_0603.wav,bengali,bengali,neutral,neutral,0.0878,0.1756,0.2634
B_A_N_0614.wav,bengali,bengali,neutral,neutral,0.0763,0.1681,0.2444
B_A_N_0625.wav,bengali,bengali,neutral,neutral,0.082,0.1706,0.2526
B_A_N_0636.wav,bengali,bengali,neutral,neutral,0.0795,0.1757,0.2552
B_A_N_0647.wav,bengali,bengali,neutral,neutral,0.0764,0.1823,0.2587
B_A_N_0658.wav,bengali,bengali,neutral,angry,0.0746,0.1819,0.2565
B_A_N_0670.wav,bengali,bengali,neutral,neutral,0.0856,0.1841,0.2697
B_A_N_0681.wav,bengali,bengali,neutral,neutral,0.0797,0.184,0.2637
B_A_N_0692.wav,bengali,bengali,neutral,neutral,0.0795,0.1775,0.257
B_A_N_0703.wav,bengali,bengali,neutral,neutral,0.072,0.1824,0.2544
B_A_N_0714.wav,bengali,bengali,neutral,neutral,0.0785,0.1782,0.2567
B_A_N_0725.wav,bengali,bengali,neutral,happy,0.0791,0.1887,0.26780000000000004
B_A_N_0736.wav,bengali,bengali,neutral,neutral,0.0914,0.1694,0.2608
B_A_N_0747.wav,bengali,bengali,neutral,neutral,0.0829,0.1821,0.265
B_A_N_0758.wav,bengali,bengali,neutral,neutral,0.0808,0.1787,0.2595
B_A_N_0769.wav,bengali,bengali,neutral,neutral,0.0769,0.2369,0.31379999999999997
B_A_N_0781.wav,bengali,bengali,neutral,neutral,0.082,0.182,0.264
B_A_N_0792.wav,bengali,bengali,neutral,neutral,0.0776,0.1943,0.27190000000000003
B_A_N_0803.wav,bengali,bengali,neutral,neutral,0.0752,0.187,0.2622
B_A_N_0814.wav,bengali,bengali,neutral,neutral,0.0672,0.1554,0.22260000000000002
B_A_N_0825.wav,bengali,bengali,neutral,sad,0.0832,0.1588,0.242
B_A_N_0836.wav,bengali,bengali,neutral,neutral,0.0656,0.1512,0.2168
B_A_N_0847.wav,bengali,bengali,neutral,neutral,0.0631,0.1445,0.2076
B_A_N_0858.wav,bengali,bengali,neutral,neutral,0.0668,0.1477,0.2145
B_A_N_0869.wav,bengali,bengali,neutral,neutral,0.071,0.1362,0.2072
B_A_N_0880.wav,bengali,undetermined,neutral,neutral,0.0727,0.1463,0.21900000000000003
B_A_N_0892.wav,bengali,bengali,neutral,neutral,0.0634,0.1454,0.20879999999999999
B_A_N_0903.wav,bengali,bengali,neutral,neutral,0.0635,0.1437,0.2072
B_A_N_0914.wav,bengali,bengali,neutral,neutral,0.0724,0.1434,0.2158
B_A_N_0925.wav,bengali,bengali,neutral,neutral,0.0654,0.1499,0.2153
B_A_N_0936.wav,bengali,bengali,neutral,neutral,0.0603,0.1464,0.2067
B_A_N_0947.wav,bengali,bengali,neutral,neutral,0.064,0.1454,0.2094
B_A_N_0958.wav,bengali,bengali,neutral,neutral,0.0632,0.1496,0.21280000000000002
B_A_N_0969.wav,bengali,bengali,neutral,neutral,0.0645,0.1444,0.2089
B_A_N_0980.wav,bengali,bengali,neutral,neutral,0.0646,0.1489,0.21350000000000002
B_A_N_0991.wav,bengali,bengali,neutral,neutral,0.0644,0.1489,0.2133
B_A_N_0004.wav,bengali,bengali,neutral,neutral,0.0624,0.1467,0.2091
B_A_N_0006.wav,bengali,bengali,neutral,neutral,0.0631,0.1464,0.20950000000000002
B_A_N_0007.wav,bengali,bengali,neutral,neutral,0.0645,0.1518,0.2163
B_A_N_0008.wav,bengali,bengali,neutral,neutral,0.0673,0.1516,0.2189
B_A_N_0009.wav,bengali,bengali,neutral,neutral,0.0647,0.1483,0.21299999999999997
B_A_N_0010.wav,bengali,bengali,neutral,neutral,0.062,0.1458,0.2078
B_A_N_0011.wav,bengali,bengali,neutral,neutral,0.0637,0.1445,0.2082
B_A_N_0012.wav,bengali,hindi,neutral,neutral,0.0621,0.1458,0.20790000000000003
B_A_N_0013.wav,bengali,bengali,neutral,neutral,0.0659,0.1457,0.2116
B_A_N_0014.wav,bengali,bengali,neutral,neutral,0.0652,0.1447,0.20989999999999998
B_A_N_0016.wav,bengali,bengali,neutral,neutral,0.0655,0.1445,0.21
B_A_N_0017.wav,bengali,bengali,neutral,neutral,0.0634,0.1468,0.2102
B_A_N_0018.wav,bengali,bengali,neutral,neutral,0.0626,0.1447,0.20729999999999998
B_A_N_0019.wav,bengali,undetermined,neutral,neutral,0.0645,0.1446,0.2091
B_A_N_0020.wav,bengali,bengali,neutral,neutral,0.0636,0.1466,0.2102
B_A_N_0021.wav,bengali,bengali,neutral,neutral,0.0622,0.1441,0.2063
B_A_N_0022.wav,bengali,bengali,neutral,neutral,0.0622,0.1445,0.2067
B_A_N_0023.wav,bengali,bengali,neutral,neutral,0.0628,0.1475,0.2103
B_A_N_0024.wav,bengali,bengali,neutral,neutral,0.0638,0.1419,0.2057
B_A_N_0025.wav,bengali,bengali,neutral,neutral,0.0676,0.1448,0.2124
B_A_N_0027.wav,bengali,bengali,neutral,neutral,0.064,0.148,0.212
B_A_N_0028.wav,bengali,bengali,neutral,neutral,0.0647,0.1454,0.2101
B_A_N_0029.wav,bengali,bengali,neutral,neutral,0.0639,0.1456,0.20950000000000002
B_A_N_0030.wav,bengali,bengali,neutral,neutral,0.0637,0.1471,0.21080000000000002
B_A_N_0031.wav,bengali,bengali,neutral,neutral,0.0623,0.1468,0.2091
B_A_N_0032.wav,bengali,bengali,neutral,neutral,0.0649,0.1442,0.2091
B_A_N_0033.wav,bengali,bengali,neutral,neutral,0.0652,0.1474,0.2126
B_A_N_0034.wav,bengali,bengali,neutral,neutral,0.0631,0.1473,0.21039999999999998
B_A_N_0035.wav,bengali,bengali,neutral,neutral,0.0639,0.1437,0.2076
B_A_N_0036.wav,bengali,bengali,neutral,neutral,0.0612,0.1464,0.2076
B_A_N_0038.wav,bengali,bengali,neutral,neutral,0.0637,0.1475,0.2112
B_A_N_0039.wav,bengali,hindi,neutral,neutral,0.0652,0.1453,0.21050000000000002
B_A_N_0040.wav,bengali,bengali,neutral,sad,0.0658,0.1476,0.2134
B_A_N_0041.wav,bengali,bengali,neutral,neutral,0.0639,0.1444,0.20829999999999999
B_A_N_0042.wav,bengali,bengali,neutral,neutral,0.0652,0.1445,0.2097
B_A_N_0043.wav,bengali,bengali,neutral,neutral,0.0654,0.148,0.21339999999999998
B_A_N_0044.wav,bengali,bengali,neutral,neutral,0.0633,0.1475,0.2108
B_A_N_0045.wav,bengali,bengali,neutral,neutral,0.0648,0.1453,0.2101
B_A_N_0046.wav,bengali,bengali,neutral,neutral,0.0644,0.1471,0.21150000000000002
B_A_N_0047.wav,bengali,bengali,neutral,neutral,0.0613,0.1414,0.2027
B_A_N_0049.wav,bengali,bengali,neutral,neutral,0.0628,0.145,0.20779999999999998
B_A_N_0050.wav,bengali,bengali,neutral,neutral,0.0647,0.1492,0.21389999999999998
B_A_N_0051.wav,bengali,bengali,neutral,neutral,0.0703,0.1468,0.21710000000000002
B_A_N_0052.wav,bengali,bengali,neutral,sad,0.0645,0.1461,0.2106
B_A_N_0053.wav,bengali,bengali,neutral,neutral,0.0637,0.1466,0.21030000000000001
B_A_N_0054.wav,bengali,bengali,neutral,neutral,0.0644,0.1455,0.20989999999999998
B_A_N_0055.wav,bengali,bengali,neutral,neutral,0.0638,0.1487,0.2125
B_A_N_0056.wav,bengali,bengali,neutral,neutral,0.0659,0.1473,0.2132
B_A_N_0057.wav,bengali,bengali,neutral,neutral,0.0616,0.1462,0.20779999999999998
B_A_N_0058.wav,bengali,bengali,neutral,neutral,0.0659,0.1467,0.2126
B_A_N_0060.wav,bengali,bengali,neutral,neutral,0.0651,0.1595,0.22460000000000002
B_A_N_0061.wav,bengali,bengali,neutral,neutral,0.0716,0.1464,0.218
B_A_N_0062.wav,bengali,bengali,neutral,neutral,0.0622,0.1461,0.2083
B_A_N_0063.wav,bengali,bengali,neutral,neutral,0.0611,0.1446,0.2057
B_A_N_0064.wav,bengali,bengali,neutral,neutral,0.0642,0.161,0.2252
B_A_N_0065.wav,bengali,bengali,neutral,neutral,0.0652,0.1472,0.21239999999999998
B_A_N_0066.wav,bengali,bengali,neutral,neutral,0.0647,0.1476,0.2123
B_A_N_0067.wav,bengali,bengali,neutral,neutral,0.0626,0.1462,0.20879999999999999
B_A_N_0068.wav,bengali,bengali,neutral,neutral,0.0647,0.1451,0.2098
B_A_N_0069.wav,bengali,bengali,neutral,neutral,0.0626,0.1492,0.2118
B_A_N_0071.wav,bengali,bengali,neutral,neutral,0.0642,0.1415,0.2057
B_A_N_0072.wav,bengali,bengali,neutral,neutral,0.0633,0.1451,0.2084
B_A_N_0073.wav,bengali,bengali,neutral,neutral,0.0629,0.148,0.21089999999999998
B_A_N_0074.wav,bengali,bengali,neutral,neutral,0.064,0.142,0.206
B_A_N_0075.wav,bengali,bengali,neutral,neutral,0.0667,0.1477,0.21439999999999998
B_A_N_0076.wav,bengali,bengali,neutral,neutral,0.0634,0.1481,0.21150000000000002
B_A_N_0077.wav,bengali,bengali,neutral,neutral,0.0612,0.1437,0.2049
B_A_N_0078.wav,bengali,bengali,neutral,neutral,0.0616,0.1472,0.20879999999999999
B_A_N_0079.wav,bengali,bengali,neutral,neutral,0.0729,0.1455,0.21839999999999998
B_A_N_0080.wav,bengali,bengali,neutral,neutral,0.0643,0.1456,0.2099
B_A_N_0082.wav,bengali,bengali,neutral,neutral,0.0649,0.1452,0.2101
B_A_N_0083.wav,bengali,bengali,neutral,neutral,0.0625,0.1465,0.209
B_A_N_0084.wav,bengali,bengali,neutral,neutral,0.0642,0.1457,0.20989999999999998
B_A_N_0085.wav,bengali,bengali,neutral,neutral,0.062,0.1458,0.2078
B_A_N_0086.wav,bengali,bengali,neutral,neutral,0.0639,0.1456,0.20950000000000002
B_A_N_0087.wav,bengali,bengali,neutral,neutral,0.0631,0.1461,0.2092
B_A_N_0088.wav,bengali,bengali,neutral,neutral,0.0635,0.1506,0.2141
B_A_N_0089.wav,bengali,bengali,neutral,neutral,0.0634,0.1488,0.2122
B_A_N_0090.wav,bengali,bengali,neutral,neutral,0.0629,0.1478,0.2107
B_A_N_0091.wav,bengali,bengali,neutral,neutral,0.063,0.1464,0.2094
B_A_N_0093.wav,bengali,bengali,neutral,neutral,0.0636,0.1487,0.2123
B_A_N_0094.wav,bengali,bengali,neutral,neutral,0.0629,0.1438,0.2067
B_A_N_0095.wav,bengali,bengali,neutral,neutral,0.0631,0.1458,0.20890000000000003
B_A_N_0096.wav,bengali,bengali,neutral,neutral,0.0629,0.1487,0.2116
B_A_N_0097.wav,bengali,bengali,neutral,neutral,0.065,0.1456,0.2106
B_A_N_0098.wav,bengali,bengali,neutral,neutral,0.0639,0.1481,0.21200000000000002
B_A_N_0099.wav,bengali,bengali,neutral,neutral,0.064,0.1488,0.2128
B_A_N_0100.wav,bengali,bengali,neutral,neutral,0.062,0.1421,0.2041
B_A_N_0101.wav,bengali,bengali,neutral,neutral,0.0623,0.1461,0.2084
B_A_N_0102.wav,bengali,bengali,neutral,neutral,0.0651,0.1473,0.21239999999999998
B_A_N_0104.wav,bengali,bengali,neutral,neutral,0.0612,0.143,0.2042
B_A_N_0105.wav,bengali,bengali,neutral,neutral,0.0633,0.1441,0.2074
B_A_N_0106.wav,bengali,bengali,neutral,neutral,0.0634,0.1449,0.20829999999999999
B_A_N_0107.wav,bengali,bengali,neutral,neutral,0.0654,0.1421,0.20750000000000002
B_A_N_0108.wav,bengali,bengali,neutral,neutral,0.0626,0.1473,0.20989999999999998
B_A_N_0109.wav,bengali,bengali,neutral,neutral,0.0629,0.1476,0.21050000000000002
